EMAIL_1,EMAIL_2,FRIENDED_DATE
asteward@email.com,ubrito@email.com,07/14/2018 10:28:07
jheckman@email.com,nfoote@email.com,07/21/2018 13:57:01
uferry@email.com,tsargent@email.com,12/06/2018 05:07:00
jmooney@email.com,serwin@email.com,03/01/2018 10:49:41
shopper@email.com,gkolb@email.com,05/28/2018 09:47:47
bbradbury@email.com,ikline@email.com,09/11/2018 19:15:29
hadamson@email.com,jstanton@email.com,11/09/2018 05:26:36
jslack@email.com,icavazos@email.com,01/28/2018 03:54:46
yaugustine@email.com,rkeefe@email.com,05/17/2018 16:28:15
nmaestas@email.com,lcaron@email.com,09/17/2018 22:07:15
fbarbour@email.com,avillarreal@email.com,06/10/2018 21:16:44
hescamilla@email.com,pneuman@email.com,06/17/2018 07:24:39
tpatton@email.com,pdupont@email.com,09/09/2018 15:08:37
kregister@email.com,wcrum@email.com,01/24/2018 20:40:45
lburrow@email.com,bcarden@email.com,10/09/2018 02:54:54
cscales@email.com,geasley@email.com,10/13/2018 07:34:31
smarks@email.com,vhelm@email.com,12/15/2018 06:15:23
rrose@email.com,nbrownlee@email.com,05/09/2018 08:54:12
fcandelaria@email.com,wadamson@email.com,06/08/2018 12:30:33
vhammett@email.com,xgonzales@email.com,05/02/2018 00:12:49
kwatson@email.com,jwhitcomb@email.com,08/25/2018 23:30:45
mwenger@email.com,vlarson@email.com,11/27/2018 12:17:04
vthayer@email.com,igreenwood@email.com,05/16/2018 18:56:05
ngilbert@email.com,fmanning@email.com,11/21/2018 11:21:00
twithrow@email.com,lmarlow@email.com,07/14/2018 01:57:41
ukinney@email.com,schapman@email.com,12/09/2018 17:41:04
vtharp@email.com,osaldana@email.com,07/15/2018 14:06:11
chubbard@email.com,dlassiter@email.com,05/25/2018 03:18:13
qseitz@email.com,wfox@email.com,02/03/2018 19:12:16
salonso@email.com,zmosier@email.com,03/10/2018 10:31:49
zjeter@email.com,tdonald@email.com,08/27/2018 23:59:03
lmitchell@email.com,qhendrick@email.com,08/07/2018 16:03:19
xbeaudoin@email.com,zgreiner@email.com,12/23/2018 04:54:32
qrenteria@email.com,gwashburn@email.com,01/08/2018 13:16:05
datherton@email.com,ystevenson@email.com,01/14/2018 15:44:58
obrockman@email.com,kprosser@email.com,09/16/2018 17:22:20
cquick@email.com,hreyna@email.com,01/04/2018 08:53:17
slouis@email.com,edenson@email.com,01/02/2018 14:35:35
vpurcell@email.com,wphelan@email.com,08/16/2018 11:53:17
cmccaskill@email.com,djoseph@email.com,07/16/2018 11:49:44
ptrujillo@email.com,ulemons@email.com,05/26/2018 19:26:13
hshook@email.com,vpurcell@email.com,12/24/2018 17:32:55
xavery@email.com,lpost@email.com,09/19/2018 17:53:45
hcoates@email.com,aakin@email.com,01/13/2018 06:45:24
ryoder@email.com,rbeckham@email.com,01/25/2018 07:45:53
uestrella@email.com,ypenny@email.com,04/04/2018 11:17:11
ikinney@email.com,vfahey@email.com,01/07/2018 17:49:18
kcochrane@email.com,wfowler@email.com,03/11/2018 10:39:10
qshort@email.com,lmoser@email.com,01/18/2018 04:31:13
qmorrill@email.com,ihook@email.com,04/27/2018 08:52:49
vlarson@email.com,glenz@email.com,07/21/2018 03:40:47
qduncan@email.com,nwillingham@email.com,08/16/2018 15:22:04
ihook@email.com,ypineda@email.com,07/07/2018 15:26:35
uhuey@email.com,mtom@email.com,09/11/2018 18:52:39
bcaswell@email.com,ftrice@email.com,07/12/2018 16:32:46
qlogsdon@email.com,eburge@email.com,02/16/2018 19:17:20
edeluca@email.com,vhammett@email.com,05/18/2018 00:35:18
lpost@email.com,ocaballero@email.com,04/06/2018 08:41:59
ycoates@email.com,kwilks@email.com,03/05/2018 02:06:35
rcovington@email.com,jmooney@email.com,12/07/2018 05:16:00
awaggoner@email.com,blattimore@email.com,10/24/2018 06:36:44
