EMAIL_1,EMAIL_2,FRIENDED_DATE
kdover@email.com,nleighton@email.com,10/27/2018 06:45:45
ustanton@email.com,clennon@email.com,06/27/2018 23:07:23
gbooth@email.com,foverby@email.com,07/18/2018 05:10:13
xbiggs@email.com,qmello@email.com,01/20/2018 05:22:50
ckuntz@email.com,gmckee@email.com,08/08/2018 06:25:55
dprater@email.com,gbooth@email.com,09/14/2018 19:07:30
nmarshall@email.com,ywelch@email.com,04/06/2018 11:57:35
msturgill@email.com,ireese@email.com,10/13/2018 04:33:51
ydang@email.com,vwertz@email.com,11/26/2018 01:37:12
sstitt@email.com,elopez@email.com,04/28/2018 15:58:23
uroland@email.com,ssommers@email.com,12/24/2018 09:51:02
plomax@email.com,bnolan@email.com,05/17/2018 07:16:08
gartis@email.com,ileach@email.com,10/11/2018 05:33:56
chammons@email.com,ysweat@email.com,02/18/2018 13:43:55
oprater@email.com,ssommers@email.com,05/04/2018 08:53:14
kberlin@email.com,zgivens@email.com,04/20/2018 09:40:24
uevans@email.com,jescalante@email.com,04/20/2018 03:52:02
zstaten@email.com,xbiggs@email.com,05/12/2018 07:17:25
xbagwell@email.com,ysweat@email.com,04/08/2018 21:45:32
ssommers@email.com,vhoman@email.com,04/11/2018 00:52:29
msteiner@email.com,aguinn@email.com,04/15/2018 07:22:35
bhines@email.com,xcowles@email.com,09/17/2018 03:55:57
gmorse@email.com,nmarshall@email.com,12/05/2018 21:28:11
cmohr@email.com,aferry@email.com,07/22/2018 20:16:59
gmorse@email.com,xwolff@email.com,05/26/2018 16:54:24
jruffin@email.com,mmclaughlin@email.com,06/25/2018 01:28:36
rolivares@email.com,egood@email.com,01/02/2018 16:29:28
gartis@email.com,tcoker@email.com,08/16/2018 16:40:25
ucase@email.com,hspurlock@email.com,10/03/2018 15:13:54
hdias@email.com,ledmonds@email.com,09/11/2018 09:55:59
yschumacher@email.com,gjoyce@email.com,12/17/2018 05:14:18
khauser@email.com,docasio@email.com,07/12/2018 05:07:46
ysweat@email.com,pblevins@email.com,03/17/2018 00:34:53
xbishop@email.com,bott@email.com,04/13/2018 06:40:39
wemerson@email.com,nmeacham@email.com,03/19/2018 20:41:57
ledmonds@email.com,hmays@email.com,11/12/2018 12:26:41
oprater@email.com,tbroderick@email.com,07/08/2018 02:19:39
zchapa@email.com,rseymore@email.com,07/18/2018 19:50:34
bhardin@email.com,rfinch@email.com,11/28/2018 09:16:34
qmann@email.com,marriaga@email.com,06/10/2018 06:33:38
zlocke@email.com,jcostello@email.com,09/22/2018 14:09:12
zjude@email.com,qwiggins@email.com,08/17/2018 19:42:47
jhargis@email.com,jcostello@email.com,06/27/2018 04:31:14
rloper@email.com,hdias@email.com,04/03/2018 22:54:55
xstarkey@email.com,nmarquez@email.com,07/26/2018 05:05:02
ffoy@email.com,qheck@email.com,10/05/2018 02:45:58
rteeter@email.com,istein@email.com,12/04/2018 06:50:19
fswift@email.com,zcrowe@email.com,03/16/2018 04:00:04
ydietz@email.com,bwestbrook@email.com,08/25/2018 07:07:55
ocroft@email.com,nmarquez@email.com,08/14/2018 13:04:40
rloper@email.com,lsiegel@email.com,02/06/2018 19:26:45
cnoyes@email.com,rlarue@email.com,11/10/2018 07:04:50
