EMAIL_1,EMAIL_2,FRIENDED_DATE
yhirsch@email.com,znew@email.com,05/04/2018 13:57:42
mhauser@email.com,lshrader@email.com,11/02/2018 22:46:27
msilverman@email.com,fskaggs@email.com,09/13/2018 13:30:13
hslaughter@email.com,swaldrop@email.com,12/04/2018 17:33:14
pminer@email.com,tboyle@email.com,07/04/2018 00:37:47
ehooper@email.com,peldridge@email.com,11/10/2018 22:27:53
arenfro@email.com,xvan@email.com,05/02/2018 10:27:54
vfairbanks@email.com,lpriest@email.com,09/25/2018 00:56:01
nmclendon@email.com,gtuck@email.com,03/27/2018 00:13:32
wmcneill@email.com,gandre@email.com,04/21/2018 17:06:42
droy@email.com,oyount@email.com,04/01/2018 21:06:44
ynettles@email.com,xbishop@email.com,06/03/2018 23:24:34
unieves@email.com,lsanborn@email.com,04/16/2018 06:23:59
oyount@email.com,lfitts@email.com,10/17/2018 20:17:57
qbottoms@email.com,kmusser@email.com,01/04/2018 21:59:58
tmarvin@email.com,tleon@email.com,06/13/2018 20:58:13
rbandy@email.com,peldridge@email.com,05/17/2018 08:11:40
rvalenzuela@email.com,lfitts@email.com,11/23/2018 02:01:00
edoss@email.com,gandre@email.com,05/25/2018 12:42:12
lcarswell@email.com,nlilley@email.com,03/26/2018 08:33:48
aray@email.com,bratliff@email.com,10/17/2018 05:17:17
jnoriega@email.com,echow@email.com,02/23/2018 08:04:48
fgladden@email.com,srojas@email.com,07/05/2018 09:54:46
rbandy@email.com,nmclendon@email.com,04/19/2018 01:54:15
tleon@email.com,tdavid@email.com,08/09/2018 12:01:21
wklinger@email.com,zsprague@email.com,04/11/2018 18:16:56
rlafferty@email.com,ysears@email.com,06/18/2018 18:25:44
uhatcher@email.com,ikeefer@email.com,06/02/2018 07:14:54
tleon@email.com,cschumacher@email.com,12/25/2018 00:37:20
cfitch@email.com,ldurr@email.com,11/07/2018 18:20:26
hhutto@email.com,ldurr@email.com,01/27/2018 18:47:52
sorellana@email.com,kchildress@email.com,08/02/2018 23:22:04
ucorral@email.com,sstallings@email.com,06/09/2018 07:05:54
rrosen@email.com,yclark@email.com,09/23/2018 08:34:51
dcostello@email.com,znew@email.com,09/13/2018 02:52:23
fskaggs@email.com,uspaulding@email.com,12/14/2018 15:10:03
gocasio@email.com,wlight@email.com,02/20/2018 10:08:48
vfairbanks@email.com,xvan@email.com,07/12/2018 21:02:48
rbandy@email.com,srojas@email.com,11/10/2018 11:22:45
zmenard@email.com,mpeter@email.com,04/07/2018 09:10:01
rcuellar@email.com,lcarswell@email.com,01/04/2018 03:02:46
droy@email.com,bmatney@email.com,04/05/2018 19:43:34
yclark@email.com,hnoonan@email.com,05/28/2018 05:33:29
xbishop@email.com,xjeffery@email.com,07/18/2018 01:58:11
pminer@email.com,msilverman@email.com,04/17/2018 02:44:22
rlafferty@email.com,ystrange@email.com,05/19/2018 14:29:53
tboyle@email.com,fmadison@email.com,05/09/2018 04:58:22
hhutto@email.com,cfitch@email.com,10/19/2018 02:19:33
wklinger@email.com,sorellana@email.com,08/07/2018 07:39:05
hnoonan@email.com,mwilbur@email.com,09/23/2018 16:02:03
yclark@email.com,mwilbur@email.com,03/07/2018 05:42:48
dcostello@email.com,vcowan@email.com,11/13/2018 08:41:10
jdykes@email.com,bgoodman@email.com,05/01/2018 01:08:25
tboyle@email.com,prouse@email.com,09/19/2018 17:52:51
wparish@email.com,jrupp@email.com,10/22/2018 13:39:45
vmcdaniel@email.com,ggladden@email.com,09/21/2018 18:18:49
qguzman@email.com,slavoie@email.com,10/08/2018 08:37:25
ncolby@email.com,dcostello@email.com,09/19/2018 15:09:53
mhauser@email.com,kmayes@email.com,04/21/2018 16:05:27
peldridge@email.com,srojas@email.com,07/28/2018 04:06:32
ynettles@email.com,sgable@email.com,07/09/2018 05:03:21
vfairbanks@email.com,umckeown@email.com,04/20/2018 16:39:48
oyount@email.com,bmatney@email.com,11/26/2018 05:42:22
aturley@email.com,qouellette@email.com,06/08/2018 17:11:09
tmarvin@email.com,cschumacher@email.com,06/10/2018 04:01:58
swaldrop@email.com,xjeffery@email.com,05/20/2018 16:47:06
fskaggs@email.com,aneumann@email.com,06/13/2018 09:27:26
ystrange@email.com,ysears@email.com,10/02/2018 09:00:42
droy@email.com,zcohn@email.com,06/11/2018 10:20:13
pdunne@email.com,salbright@email.com,04/14/2018 19:15:32
vmartindale@email.com,ugomes@email.com,12/27/2018 09:43:50
uhatcher@email.com,fblake@email.com,07/06/2018 01:05:51
idugger@email.com,ystrange@email.com,11/01/2018 04:55:46
eweems@email.com,xjeffery@email.com,05/16/2018 04:26:49
echow@email.com,ugomes@email.com,04/21/2018 09:57:58
xvan@email.com,umckeown@email.com,05/14/2018 20:01:10
pminer@email.com,fmadison@email.com,06/06/2018 20:43:59
wmcneill@email.com,xmireles@email.com,01/03/2018 17:22:06
msilverman@email.com,aneumann@email.com,01/07/2018 01:09:36
lclem@email.com,jvasquez@email.com,08/15/2018 21:12:21
lshrader@email.com,ohoy@email.com,02/24/2018 21:33:38
rlafferty@email.com,idugger@email.com,02/24/2018 06:51:17
lsanborn@email.com,dleeper@email.com,02/26/2018 16:03:49
vmcdaniel@email.com,wmurillo@email.com,12/24/2018 22:11:55
vcowan@email.com,ycohn@email.com,01/03/2018 08:35:20
rlafferty@email.com,lsteen@email.com,06/16/2018 23:13:53
gocasio@email.com,qouellette@email.com,12/13/2018 12:17:11
kmusser@email.com,jgatewood@email.com,06/01/2018 14:32:31
jdykes@email.com,wlight@email.com,09/21/2018 07:08:04
rbandy@email.com,ehooper@email.com,02/06/2018 20:35:27
rtabor@email.com,sorellana@email.com,05/02/2018 08:56:44
fblake@email.com,umckeown@email.com,02/03/2018 05:50:39
xbishop@email.com,sgable@email.com,10/04/2018 13:20:59
tboyle@email.com,qguzman@email.com,02/12/2018 07:18:10
tantonio@email.com,ugomes@email.com,03/04/2018 01:31:59
echow@email.com,zmenard@email.com,06/16/2018 17:07:26
jkoch@email.com,qouellette@email.com,03/24/2018 13:09:43
hkeel@email.com,lgable@email.com,03/23/2018 11:54:10
bratliff@email.com,cschumacher@email.com,03/16/2018 20:35:05
rcuellar@email.com,xmireles@email.com,08/26/2018 08:09:14
kmusser@email.com,wparish@email.com,05/23/2018 00:19:16
ncolby@email.com,droy@email.com,04/26/2018 22:20:01
lpriest@email.com,salbright@email.com,08/27/2018 10:30:41
lpriest@email.com,tmarvin@email.com,09/02/2018 14:44:06
lpriest@email.com,dleeper@email.com,11/05/2018 05:25:57
jgatewood@email.com,eroe@email.com,01/20/2018 05:30:05
ycabrera@email.com,ohoy@email.com,06/27/2018 10:21:10
