EMAIL_1,EMAIL_2,FRIENDED_DATE
tmathis@email.com,tarreola@email.com,07/19/2018 15:29:44
zhatfield@email.com,zwatkins@email.com,02/13/2018 17:36:27
cruss@email.com,osteinberg@email.com,03/04/2018 19:39:26
amatteson@email.com,fdurant@email.com,05/16/2018 23:58:02
ywebb@email.com,emedley@email.com,07/17/2018 23:12:38
ybeeler@email.com,aeng@email.com,04/27/2018 21:48:25
kmays@email.com,uvalle@email.com,08/12/2018 04:11:43
noutlaw@email.com,kmays@email.com,12/15/2018 01:55:51
tflores@email.com,qwinfield@email.com,12/08/2018 21:46:03
qpickett@email.com,lalbers@email.com,09/02/2018 20:10:03
tmartin@email.com,zferry@email.com,01/12/2018 06:42:46
xhuey@email.com,hcyr@email.com,10/23/2018 00:47:53
kmanley@email.com,tmathis@email.com,01/17/2018 00:27:05
qortega@email.com,rsalisbury@email.com,02/15/2018 05:16:33
egarvey@email.com,ozaragoza@email.com,07/25/2018 20:01:49
golds@email.com,zhatfield@email.com,10/10/2018 02:08:20
kbrantley@email.com,gbillings@email.com,02/06/2018 17:18:04
qwinfield@email.com,broller@email.com,06/08/2018 10:44:38
thaight@email.com,noutlaw@email.com,12/16/2018 07:47:07
hcyr@email.com,cruss@email.com,12/20/2018 11:46:30
uquintanilla@email.com,golds@email.com,06/09/2018 19:21:23
fwebber@email.com,arivas@email.com,03/28/2018 03:49:11
lgarland@email.com,tmartin@email.com,07/19/2018 17:52:48
nmoreau@email.com,lgarland@email.com,02/28/2018 23:14:31
rparedes@email.com,egarvey@email.com,02/27/2018 23:31:07
bbrunner@email.com,uquintanilla@email.com,04/15/2018 23:55:55
xrubio@email.com,scowart@email.com,03/13/2018 16:04:58
bhuber@email.com,sbueno@email.com,10/16/2018 07:02:44
broller@email.com,amatteson@email.com,03/11/2018 20:20:21
dsparkman@email.com,qortega@email.com,06/09/2018 03:04:16
tarreola@email.com,ywebb@email.com,12/15/2018 01:24:20
sbueno@email.com,pburdick@email.com,05/23/2018 17:44:37
pburdick@email.com,nmoreau@email.com,09/02/2018 02:47:15
msherrod@email.com,thaight@email.com,09/28/2018 08:22:17
whuntington@email.com,fdugas@email.com,05/01/2018 17:55:19
irosen@email.com,lmcewen@email.com,06/06/2018 14:49:36
bgrier@email.com,xhuey@email.com,07/16/2018 14:08:10
emedley@email.com,rarias@email.com,04/10/2018 04:22:59
arivas@email.com,bbrunner@email.com,02/17/2018 09:02:44
broman@email.com,ggrover@email.com,02/12/2018 16:35:10
rsalisbury@email.com,fwebber@email.com,02/03/2018 23:34:50
osteinberg@email.com,ybeeler@email.com,11/21/2018 07:54:27
ozaragoza@email.com,tburkholder@email.com,11/13/2018 02:21:41
wsuarez@email.com,pbaumann@email.com,09/23/2018 08:14:02
gbillings@email.com,rparedes@email.com,04/07/2018 22:30:01
lmcewen@email.com,whuntington@email.com,08/08/2018 05:07:46
zzhang@email.com,bhuber@email.com,03/03/2018 18:53:08
tburkholder@email.com,msherrod@email.com,08/24/2018 17:18:00
scowart@email.com,kbrantley@email.com,10/11/2018 18:45:39
hhale@email.com,xrubio@email.com,07/17/2018 15:06:52
lalbers@email.com,sgates@email.com,12/14/2018 00:45:07
sgates@email.com,bgrier@email.com,07/22/2018 22:52:12
zferry@email.com,tflores@email.com,01/24/2018 18:29:25
yadamson@email.com,dsparkman@email.com,05/11/2018 04:45:24
ggrover@email.com,irosen@email.com,01/01/2018 20:10:41
pbaumann@email.com,jdavison@email.com,05/21/2018 13:47:11
rarias@email.com,qpickett@email.com,02/11/2018 08:10:00
jdavison@email.com,broman@email.com,10/05/2018 23:38:16
aeng@email.com,ihanks@email.com,11/06/2018 07:15:44
uvalle@email.com,kmanley@email.com,02/27/2018 21:12:54
fdugas@email.com,yadamson@email.com,07/08/2018 21:05:58
fdurant@email.com,hhale@email.com,07/23/2018 08:56:01
zwatkins@email.com,zzhang@email.com,11/03/2018 04:23:47
