EMAIL_1,EMAIL_2,FRIENDED_DATE
jdelossantos@email.com,hjoy@email.com,12/05/2018 05:47:18
npomeroy@email.com,nmcginnis@email.com,12/08/2018 10:58:58
qmclaurin@email.com,culrich@email.com,05/11/2018 02:08:35
ehardman@email.com,bpicard@email.com,09/05/2018 05:36:52
iminnick@email.com,ttoney@email.com,11/01/2018 13:23:15
khubert@email.com,kdelagarza@email.com,02/22/2018 11:49:50
ifalls@email.com,qnolen@email.com,06/21/2018 18:48:46
lmaynard@email.com,efoley@email.com,04/19/2018 04:08:36
nlinares@email.com,kbratcher@email.com,12/11/2018 18:41:33
fgregory@email.com,bjacob@email.com,06/11/2018 13:27:47
kgillespie@email.com,jcordova@email.com,06/02/2018 23:13:49
aandrew@email.com,pnewsom@email.com,09/23/2018 16:58:04
ksherwood@email.com,fscarbrough@email.com,09/11/2018 23:26:56
qhedges@email.com,xrauch@email.com,06/15/2018 15:01:49
tmatthew@email.com,jsmyth@email.com,05/09/2018 08:29:51
floomis@email.com,vraymond@email.com,05/02/2018 00:27:02
dhernandez@email.com,glattimore@email.com,08/26/2018 01:07:39
vcheney@email.com,vweldon@email.com,09/18/2018 19:58:47
mswain@email.com,arains@email.com,06/01/2018 11:48:49
bbach@email.com,ckeegan@email.com,05/19/2018 22:07:28
smarion@email.com,mglynn@email.com,02/21/2018 14:40:13
ymarion@email.com,tbroadway@email.com,06/24/2018 06:31:42
zmcallister@email.com,wmclemore@email.com,02/24/2018 02:45:39
jpyle@email.com,tthurman@email.com,03/18/2018 03:56:02
xahmed@email.com,cragland@email.com,01/22/2018 00:15:54
ucullen@email.com,fburnham@email.com,01/16/2018 04:23:08
msowers@email.com,pcornish@email.com,03/09/2018 16:24:59
acheng@email.com,lfaust@email.com,06/21/2018 01:08:29
sgarvin@email.com,lscarborough@email.com,03/18/2018 23:50:16
bbarfield@email.com,wnielsen@email.com,12/17/2018 04:56:12
imccloud@email.com,abattle@email.com,04/11/2018 08:43:45
zoutlaw@email.com,mjung@email.com,03/12/2018 05:29:59
wkunz@email.com,vmitchell@email.com,02/19/2018 17:45:12
ttaft@email.com,rwilks@email.com,05/21/2018 13:14:17
epool@email.com,jorlando@email.com,04/05/2018 06:29:12
zchambers@email.com,jorr@email.com,03/25/2018 09:53:25
mnorth@email.com,qboyles@email.com,04/27/2018 10:52:08
bkeith@email.com,efletcher@email.com,09/18/2018 20:56:03
khammond@email.com,wcupp@email.com,09/11/2018 16:10:34
zshea@email.com,vcooper@email.com,05/16/2018 11:16:35
bsampson@email.com,rezell@email.com,02/27/2018 13:18:47
