EMAIL_1,EMAIL_2,FRIENDED_DATE
umullins@email.com,gjoiner@email.com,02/12/2018 19:33:46
mheck@email.com,odaly@email.com,04/06/2018 11:22:50
dutley@email.com,ipannell@email.com,11/03/2018 12:09:08
ymoses@email.com,zgamble@email.com,10/22/2018 13:27:33
lmcinnis@email.com,mrafferty@email.com,12/11/2018 22:37:55
gwinslow@email.com,fhebert@email.com,05/20/2018 23:15:49
kpatterson@email.com,lhoskins@email.com,04/12/2018 00:06:58
pspring@email.com,yhedges@email.com,12/21/2018 18:56:48
qzavala@email.com,uoh@email.com,12/19/2018 10:28:47
uchacon@email.com,mbernard@email.com,11/21/2018 10:50:52
ibostick@email.com,xnolen@email.com,05/21/2018 04:07:12
bpoore@email.com,tsee@email.com,07/17/2018 07:58:29
bclary@email.com,cgibbs@email.com,07/16/2018 16:13:09
rwilke@email.com,lharman@email.com,12/23/2018 20:11:44
xcoughlin@email.com,thatchett@email.com,05/16/2018 02:48:50
icurley@email.com,zgossett@email.com,03/03/2018 17:49:28
rroden@email.com,mdial@email.com,10/06/2018 16:34:09
hthrasher@email.com,kwyatt@email.com,09/28/2018 08:16:52
icaskey@email.com,hthomas@email.com,02/13/2018 00:19:40
lgilliland@email.com,hperron@email.com,09/15/2018 00:56:29
eportillo@email.com,csheets@email.com,05/18/2018 08:47:01
acloutier@email.com,icalloway@email.com,05/10/2018 14:29:26
oyanez@email.com,nsimons@email.com,05/17/2018 23:43:08
kcurtin@email.com,estarling@email.com,02/14/2018 07:13:40
dmullins@email.com,vleighton@email.com,04/12/2018 18:45:17
sbeach@email.com,zelder@email.com,04/24/2018 23:33:52
zgibbs@email.com,kgilley@email.com,02/03/2018 20:26:27
qhenry@email.com,zezell@email.com,05/06/2018 18:46:08
bfarr@email.com,jsturm@email.com,09/06/2018 05:55:09
egoldstein@email.com,ndelacruz@email.com,04/13/2018 03:59:44
rocasio@email.com,xstaggs@email.com,01/12/2018 21:56:44
clocke@email.com,jhandy@email.com,11/06/2018 18:04:00
